Participant ID,Date,SAQ,SEQ,SCQ,SDQ,SVQ
53708,2019-04-17 10:30:00,46.80941735775423,50.87549884263645,51.16505620948126,44.04712467208518,48.22427427048928
53708,2019-04-17 13:17:00,46.80941735775423,53.95519490736327,51.16505620948126,44.04712467208518,48.994198286670986
53708,2019-04-17 17:47:00,51.53664917168606,45.60895977396495,51.16505620948126,44.04712467208518,48.08944745680436
53708,2019-04-17 20:30:00,46.80941735775423,45.60895977396495,51.16505620948126,44.04712467208518,46.907639503321406
53708,2019-04-18 10:30:00,52.98476043197696,45.60895977396495,49.47743638865211,49.097836542423615,49.292248284254406
53708,2019-04-18 13:05:00,45.436665599012876,52.72719845130203,49.47743638865211,49.097836542423615,49.18478424534766
53708,2019-04-18 17:00:00,49.47548169346069,51.06053940450869,49.47743638865211,49.097836542423615,49.777823507261274
53708,2019-04-18 20:30:00,46.80941735775423,50.35402089554195,49.47743638865211,49.097836542423615,48.93467779609298
53708,2019-04-19 10:30:00,46.260316654257686,51.06053940450869,52.852676030310406,47.626681175313614,49.4500533160976
53708,2019-04-19 13:13:00,61.22127098442506,54.00695450508977,52.852676030310406,47.626681175313614,53.92689567378471
53708,2019-04-19 18:11:00,49.47548169346069,50.35402089554195,52.852676030310406,47.626681175313614,50.07721494865666
53708,2019-04-19 20:30:00,55.97100546726773,33.902232758173525,52.852676030310406,47.626681175313614,47.58814885776632
53708,2019-04-20 10:30:00,42.751037915741406,50.35402089554195,49.47743638865211,51.44508650878597,48.50689542718036
53708,2019-04-20 14:58:00,52.300424392719634,51.06053940450869,49.47743638865211,51.44508650878597,51.0708716736666
53708,2019-04-20 17:58:00,59.02486817043891,50.35402089554195,49.47743638865211,51.44508650878597,52.57535299085473
53708,2019-04-20 20:30:00,46.260316654257686,51.63377694932969,49.47743638865211,51.44508650878597,49.704154125256366
53708,2019-04-21 10:30:00,46.80941735775423,50.35402089554195,52.852676030310406,41.88030882102677,47.97410577615834
53708,2019-04-21 14:05:00,54.49682720670579,50.35402089554195,52.852676030310406,41.88030882102677,49.89595823839623
53708,2019-04-21 17:43:00,48.71599713917465,50.35402089554195,52.852676030310406,41.88030882102677,48.450750721513444
53708,2019-04-21 20:30:00,48.71599713917465,50.35402089554195,52.852676030310406,41.88030882102677,48.450750721513444
53708,2019-04-22 10:30:00,58.72425081841959,54.71347301405651,52.852676030310406,47.626681175313614,53.47927025952503
53708,2019-04-22 14:56:00,57.652116411697556,57.0866505698166,52.852676030310406,47.626681175313614,53.80453104678454
53708,2019-04-22 18:26:00,52.98476043197696,54.71347301405651,52.852676030310406,47.626681175313614,52.04439766291437
53708,2019-04-22 20:30:00,48.71599713917465,50.35402089554195,52.852676030310406,47.626681175313614,49.887343810085156
53708,2019-04-23 10:30:00,48.805391140578536,54.71347301405651,52.852676030310406,45.749308234813356,50.5302121049397
53708,2019-04-23 14:34:00,52.300424392719634,54.00695450508977,52.852676030310406,45.749308234813356,51.227340790733294
53708,2019-04-23 18:52:00,45.436665599012876,52.34029545829644,52.852676030310406,45.749308234813356,49.09473633060827
53708,2019-04-23 20:30:00,62.53414690895518,50.35402089554195,52.852676030310406,45.749308234813356,52.872538017405226
53710,2019-04-18 10:30:00,48.18216911649558,44.56600387977594,40.09309408807933,49.29334784198028,45.53365373158278
53710,2019-04-18 14:09:00,53.5338611354735,32.15275835501778,40.09309408807933,49.29334784198028,43.76826535513772
53710,2019-04-18 17:12:00,59.33322735612737,49.832542948447454,40.09309408807933,49.29334784198028,49.638053058658606
53710,2019-04-18 20:30:00,59.02486817043891,45.087481826870444,40.09309408807933,49.29334784198028,48.37469798184224
53710,2019-04-19 10:30:00,54.66587137640678,32.15275835501778,46.843573371395934,40.13252125654077,43.44868108984032
53710,2019-04-19 14:18:00,56.57998200497551,45.087481826870444,46.843573371395934,40.13252125654077,47.16088961494567
53710,2019-04-19 17:03:00,46.25850554788798,45.087481826870444,46.843573371395934,40.13252125654077,44.580520500673785
53710,2019-04-19 20:30:00,46.25850554788798,48.8154668531217,46.843573371395934,40.13252125654077,45.5125167572366
53710,2019-04-20 10:30:00,42.751037915741406,32.15275835501778,40.09309408807933,47.70567247101365,40.675640707463046
53710,2019-04-20 14:59:00,48.3434714525274,52.205720504207534,40.09309408807933,47.70567247101365,47.08698962895698
53710,2019-04-20 17:33:00,46.25850554788798,52.205720504207534,40.09309408807933,47.70567247101365,46.56574815279712
53710,2019-04-20 20:30:00,51.30364948754714,45.087481826870444,40.09309408807933,47.70567247101365,46.047474468377644
53710,2019-04-21 10:30:00,46.80941735775423,32.15275835501778,45.15595355056678,41.89538600527949,41.50337881715457
53710,2019-04-21 13:23:00,46.80941735775423,32.15275835501778,45.15595355056678,41.89538600527949,41.50337881715457
53710,2019-04-21 17:07:00,46.25850554788798,45.087481826870444,45.15595355056678,41.89538600527949,44.59933173265117
53710,2019-04-21 20:30:00,52.46172672875146,49.832542948447454,45.15595355056678,41.89538600527949,47.3364023082613
53710,2019-04-22 10:30:00,55.04592791020233,51.1122990022352,41.78071390890848,42.10396267699378,47.51072587458495
53710,2019-04-22 14:36:00,52.300424392719634,55.85865411375536,41.78071390890848,42.10396267699378,48.01093877309431
53710,2019-04-22 17:49:00,44.28509201051459,55.28671055887752,41.78071390890848,42.10396267699378,45.864119788823594
53710,2019-04-22 20:30:00,42.751037915741406,53.48547655799528,41.78071390890848,42.10396267699378,45.03029776490973
53710,2019-04-23 10:30:00,38.418108121980325,53.48547655799528,50.21881301305423,40.343227530374364,45.61640630585105
53710,2019-04-23 13:43:00,42.751037915741406,32.15275835501778,50.21881301305423,40.343227530374364,41.36645920354695
53710,2019-04-23 17:39:00,52.98476043197696,53.48547655799528,50.21881301305423,40.343227530374364,49.25806938335021
53710,2019-04-23 20:30:00,43.30013861923795,47.64699393444593,50.21881301305423,40.343227530374364,45.37729327427812
53710,2019-04-24 10:30:00,41.9273868604966,53.48547655799528,41.78071390890848,51.19886333889088,47.09811016657281
53710,2019-04-24 13:27:00,46.25850554788798,53.48547655799528,41.78071390890848,51.19886333889088,48.180889838420654
53710,2019-04-24 17:57:00,46.260316654257686,52.34029545829644,41.78071390890848,51.19886333889088,47.89504734008837
53710,2019-04-24 20:30:00,49.769595392773965,51.63377694932969,41.78071390890848,51.19886333889088,48.59573739747575
